GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AH53E001
G26007700018023,2013-2017,,,Michigan,26,Kalamazoo County,77,,,1802,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 18.02, Kalamazoo County, Michigan",132400
G26007700018031,2013-2017,,,Michigan,26,Kalamazoo County,77,,,1803,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 18.03, Kalamazoo County, Michigan",56000
G26007700018032,2013-2017,,,Michigan,26,Kalamazoo County,77,,,1803,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 18.03, Kalamazoo County, Michigan",56100
G26007700019051,2013-2017,,,Michigan,26,Kalamazoo County,77,,,1905,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 19.05, Kalamazoo County, Michigan",9999
G26007700019052,2013-2017,,,Michigan,26,Kalamazoo County,77,,,1905,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 19.05, Kalamazoo County, Michigan",102200
G26007700019053,2013-2017,,,Michigan,26,Kalamazoo County,77,,,1905,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 19.05, Kalamazoo County, Michigan",92500
G26007700019054,2013-2017,,,Michigan,26,Kalamazoo County,77,,,1905,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 19.05, Kalamazoo County, Michigan",137300
G26007700019055,2013-2017,,,Michigan,26,Kalamazoo County,77,,,1905,5,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 19.05, Kalamazoo County, Michigan",98300
G26007700019061,2013-2017,,,Michigan,26,Kalamazoo County,77,,,1906,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 19.06, Kalamazoo County, Michigan",96500
G26007700019062,2013-2017,,,Michigan,26,Kalamazoo County,77,,,1906,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 19.06, Kalamazoo County, Michigan",165100
G26007700019063,2013-2017,,,Michigan,26,Kalamazoo County,77,,,1906,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 19.06, Kalamazoo County, Michigan",149100
G26007700019071,2013-2017,,,Michigan,26,Kalamazoo County,77,,,1907,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 19.07, Kalamazoo County, Michigan",110000
G26007700019072,2013-2017,,,Michigan,26,Kalamazoo County,77,,,1907,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 19.07, Kalamazoo County, Michigan",139300
G26007700019073,2013-2017,,,Michigan,26,Kalamazoo County,77,,,1907,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 19.07, Kalamazoo County, Michigan",152000
G26007700020021,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2002,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 20.02, Kalamazoo County, Michigan",179700
G26007700020022,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2002,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 20.02, Kalamazoo County, Michigan",130100
G26007700020023,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2002,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 20.02, Kalamazoo County, Michigan",269000
G26007700020031,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2003,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 20.03, Kalamazoo County, Michigan",179000
G26007700020032,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2003,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 20.03, Kalamazoo County, Michigan",189700
G26007700020041,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2004,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 20.04, Kalamazoo County, Michigan",205700
G26007700020042,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2004,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 20.04, Kalamazoo County, Michigan",169400
G26007700020051,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2005,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 20.05, Kalamazoo County, Michigan",
G26007700020052,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2005,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 20.05, Kalamazoo County, Michigan",161900
G26007700020053,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2005,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 20.05, Kalamazoo County, Michigan",186800
G26007700021011,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2101,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 21.01, Kalamazoo County, Michigan",112100
G26007700021012,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2101,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 21.01, Kalamazoo County, Michigan",142500
G26007700021013,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2101,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 21.01, Kalamazoo County, Michigan",189200
G26007700021014,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2101,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 21.01, Kalamazoo County, Michigan",140900
G26007700021015,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2101,5,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 21.01, Kalamazoo County, Michigan",160900
G26007700021021,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2102,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 21.02, Kalamazoo County, Michigan",139200
G26007700021022,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2102,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 21.02, Kalamazoo County, Michigan",220700
G26007700022011,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2201,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 22.01, Kalamazoo County, Michigan",74300
G26007700022012,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2201,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 22.01, Kalamazoo County, Michigan",73800
G26007700022013,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2201,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 22.01, Kalamazoo County, Michigan",75200
G26007700022021,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2202,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 22.02, Kalamazoo County, Michigan",155800
G26007700022022,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2202,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 22.02, Kalamazoo County, Michigan",145700
G26007700022023,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2202,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 22.02, Kalamazoo County, Michigan",106400
G26007700022024,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2202,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 22.02, Kalamazoo County, Michigan",103600
G26007700022025,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2202,5,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 22.02, Kalamazoo County, Michigan",124200
G26007700022026,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2202,6,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 22.02, Kalamazoo County, Michigan",150000
G26007700026011,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2601,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 26.01, Kalamazoo County, Michigan",237500
G26007700026012,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2601,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 26.01, Kalamazoo County, Michigan",332700
G26007700026013,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2601,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 26.01, Kalamazoo County, Michigan",215800
G26007700026014,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2601,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 26.01, Kalamazoo County, Michigan",92100
G26007700026015,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2601,5,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 26.01, Kalamazoo County, Michigan",190400
G26007700027001,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2700,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 27, Kalamazoo County, Michigan",171700
G26007700027002,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2700,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 27, Kalamazoo County, Michigan",227900
G26007700027003,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2700,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 27, Kalamazoo County, Michigan",213400
G26007700027004,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2700,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 27, Kalamazoo County, Michigan",226200
G26007700028011,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2801,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 28.01, Kalamazoo County, Michigan",162400
G26007700028012,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2801,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 28.01, Kalamazoo County, Michigan",169300
G26007700028021,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2802,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 28.02, Kalamazoo County, Michigan",143800
G26007700028022,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2802,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 28.02, Kalamazoo County, Michigan",68200
G26007700028023,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2802,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 28.02, Kalamazoo County, Michigan",115700
G26007700028024,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2802,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 28.02, Kalamazoo County, Michigan",134900
G26007700029011,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2901,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 29.01, Kalamazoo County, Michigan",155700
G26007700029012,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2901,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 29.01, Kalamazoo County, Michigan",139100
G26007700029013,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2901,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 29.01, Kalamazoo County, Michigan",156400
G26007700029031,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2903,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 29.03, Kalamazoo County, Michigan",212500
G26007700029032,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2903,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 29.03, Kalamazoo County, Michigan",97000
G26007700029033,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2903,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 29.03, Kalamazoo County, Michigan",
G26007700029041,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2904,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 29.04, Kalamazoo County, Michigan",211800
G26007700029042,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2904,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 29.04, Kalamazoo County, Michigan",236500
G26007700029043,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2904,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 29.04, Kalamazoo County, Michigan",212300
G26007700029044,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2904,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 29.04, Kalamazoo County, Michigan",197300
G26007700029051,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2905,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 29.05, Kalamazoo County, Michigan",136800
G26007700029052,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2905,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 29.05, Kalamazoo County, Michigan",154500
G26007700029053,2013-2017,,,Michigan,26,Kalamazoo County,77,,,2905,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 29.05, Kalamazoo County, Michigan",137600
G26007700030021,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3002,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 30.02, Kalamazoo County, Michigan",204500
G26007700030031,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3003,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 30.03, Kalamazoo County, Michigan",358500
G26007700030032,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3003,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 30.03, Kalamazoo County, Michigan",258600
G26007700030033,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3003,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 30.03, Kalamazoo County, Michigan",272600
G26007700030041,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3004,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 30.04, Kalamazoo County, Michigan",234200
G26007700030042,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3004,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 30.04, Kalamazoo County, Michigan",276400
G26007700030043,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3004,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 30.04, Kalamazoo County, Michigan",248300
G26007700033021,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3302,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 33.02, Kalamazoo County, Michigan",10700
G26007700033022,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3302,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 33.02, Kalamazoo County, Michigan",212500
G26007700033023,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3302,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 33.02, Kalamazoo County, Michigan",162200
G26007700033024,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3302,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 33.02, Kalamazoo County, Michigan",164400
G26007700034001,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3400,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 34, Kalamazoo County, Michigan",127100
G26007700034002,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3400,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 34, Kalamazoo County, Michigan",166400
G26007700034003,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3400,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 34, Kalamazoo County, Michigan",113700
G26007700035001,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3500,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 35, Kalamazoo County, Michigan",188200
G26007700035002,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3500,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 35, Kalamazoo County, Michigan",92300
G26007700035003,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3500,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 35, Kalamazoo County, Michigan",75800
G26007700035004,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3500,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 35, Kalamazoo County, Michigan",158700
G26007700035005,2013-2017,,,Michigan,26,Kalamazoo County,77,,,3500,5,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 35, Kalamazoo County, Michigan",107000
G26007700055011,2013-2017,,,Michigan,26,Kalamazoo County,77,,,5501,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 55.01, Kalamazoo County, Michigan",67800
G26007700055012,2013-2017,,,Michigan,26,Kalamazoo County,77,,,5501,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 55.01, Kalamazoo County, Michigan",95900
G26007700055013,2013-2017,,,Michigan,26,Kalamazoo County,77,,,5501,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 55.01, Kalamazoo County, Michigan",69900
G26007700055021,2013-2017,,,Michigan,26,Kalamazoo County,77,,,5502,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 55.02, Kalamazoo County, Michigan",
G26007700055022,2013-2017,,,Michigan,26,Kalamazoo County,77,,,5502,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 55.02, Kalamazoo County, Michigan",90200
G26007700055023,2013-2017,,,Michigan,26,Kalamazoo County,77,,,5502,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 55.02, Kalamazoo County, Michigan",83800
G26007700055024,2013-2017,,,Michigan,26,Kalamazoo County,77,,,5502,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 55.02, Kalamazoo County, Michigan",88800
G26007700061021,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6102,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 61.02, Kalamazoo County, Michigan",114400
G26007700061022,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6102,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 61.02, Kalamazoo County, Michigan",202700
G26007700061023,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6102,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 61.02, Kalamazoo County, Michigan",107900
G26007700061031,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6103,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 61.03, Kalamazoo County, Michigan",190000
G26007700061032,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6103,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 61.03, Kalamazoo County, Michigan",138400
G26007700061033,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6103,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 61.03, Kalamazoo County, Michigan",125800
G26007700066011,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6601,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 66.01, Kalamazoo County, Michigan",213600
G26007700066012,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6601,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 66.01, Kalamazoo County, Michigan",237000
G26007700066013,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6601,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 66.01, Kalamazoo County, Michigan",127100
G26007700067011,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6701,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 67.01, Kalamazoo County, Michigan",141300
G26007700067012,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6701,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 67.01, Kalamazoo County, Michigan",151400
G26007700067013,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6701,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 67.01, Kalamazoo County, Michigan",14700
G26007700067021,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6702,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 67.02, Kalamazoo County, Michigan",160400
G26007700067022,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6702,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 67.02, Kalamazoo County, Michigan",131000
G26007700067023,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6702,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 67.02, Kalamazoo County, Michigan",220900
G26007700067024,2013-2017,,,Michigan,26,Kalamazoo County,77,,,6702,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 67.02, Kalamazoo County, Michigan",92500
G26007909502001,2013-2017,,,Michigan,26,Kalkaska County,79,,,950200,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9502, Kalkaska County, Michigan",98000
G26007909502002,2013-2017,,,Michigan,26,Kalkaska County,79,,,950200,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9502, Kalkaska County, Michigan",154200
G26007909502003,2013-2017,,,Michigan,26,Kalkaska County,79,,,950200,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9502, Kalkaska County, Michigan",102400
G26007909502004,2013-2017,,,Michigan,26,Kalkaska County,79,,,950200,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9502, Kalkaska County, Michigan",124200
G26007909503001,2013-2017,,,Michigan,26,Kalkaska County,79,,,950300,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9503, Kalkaska County, Michigan",85000
G26007909503002,2013-2017,,,Michigan,26,Kalkaska County,79,,,950300,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9503, Kalkaska County, Michigan",86300
G26007909503003,2013-2017,,,Michigan,26,Kalkaska County,79,,,950300,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9503, Kalkaska County, Michigan",106300
G26007909503004,2013-2017,,,Michigan,26,Kalkaska County,79,,,950300,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9503, Kalkaska County, Michigan",94500
G26007909504001,2013-2017,,,Michigan,26,Kalkaska County,79,,,950400,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9504, Kalkaska County, Michigan",113800
G26007909504002,2013-2017,,,Michigan,26,Kalkaska County,79,,,950400,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9504, Kalkaska County, Michigan",107100
G26007909504003,2013-2017,,,Michigan,26,Kalkaska County,79,,,950400,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9504, Kalkaska County, Michigan",95500
G26007909506011,2013-2017,,,Michigan,26,Kalkaska County,79,,,950601,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9506.01, Kalkaska County, Michigan",216700
G26007909506012,2013-2017,,,Michigan,26,Kalkaska County,79,,,950601,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9506.01, Kalkaska County, Michigan",117100
G26007909506013,2013-2017,,,Michigan,26,Kalkaska County,79,,,950601,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9506.01, Kalkaska County, Michigan",88300
G26007909506021,2013-2017,,,Michigan,26,Kalkaska County,79,,,950602,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9506.02, Kalkaska County, Michigan",107300
G26007909506022,2013-2017,,,Michigan,26,Kalkaska County,79,,,950602,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9506.02, Kalkaska County, Michigan",109100
G26008100001001,2013-2017,,,Michigan,26,Kent County,81,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1, Kent County, Michigan",133000
G26008100001002,2013-2017,,,Michigan,26,Kent County,81,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1, Kent County, Michigan",104900
G26008100002001,2013-2017,,,Michigan,26,Kent County,81,,,200,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2, Kent County, Michigan",113400
G26008100002002,2013-2017,,,Michigan,26,Kent County,81,,,200,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2, Kent County, Michigan",105400
G26008100003001,2013-2017,,,Michigan,26,Kent County,81,,,300,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3, Kent County, Michigan",134900
G26008100003002,2013-2017,,,Michigan,26,Kent County,81,,,300,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3, Kent County, Michigan",179700
G26008100003003,2013-2017,,,Michigan,26,Kent County,81,,,300,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3, Kent County, Michigan",147700
G26008100004001,2013-2017,,,Michigan,26,Kent County,81,,,400,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4, Kent County, Michigan",120000
G26008100004002,2013-2017,,,Michigan,26,Kent County,81,,,400,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4, Kent County, Michigan",99800
G26008100004003,2013-2017,,,Michigan,26,Kent County,81,,,400,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4, Kent County, Michigan",108200
G26008100005001,2013-2017,,,Michigan,26,Kent County,81,,,500,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5, Kent County, Michigan",143900
G26008100005002,2013-2017,,,Michigan,26,Kent County,81,,,500,2,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5, Kent County, Michigan",182400
G26008100005003,2013-2017,,,Michigan,26,Kent County,81,,,500,3,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 5, Kent County, Michigan",103200
G26008100005004,2013-2017,,,Michigan,26,Kent County,81,,,500,4,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 5, Kent County, Michigan",128700
G26008100006001,2013-2017,,,Michigan,26,Kent County,81,,,600,1,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6, Kent County, Michigan",173600
